Term,Frequency
Bundeswahlgesetz,1
vorgesehene,2
598,1
erschwert,1
kostspielig,1
Wahlkreise,1
Direktmandate,1
250,1
Wahrscheinlichkeit,1
Überhangmandaten,1
Mindestsitzzahlverfahren,1
Vergrößerung,2
zählt,1
Wahlrechts,2
angetastet,1
Wahlrecht,4
Absenkung,1
Wahlalters,1
verstärken,2
Schlüssel,4
Partizipation,1
vornehmste,1
Zeichen,2
Junge,2
Lebensbereichen,1
ausgeschlossen,3
längsten,1
beeinflusst,1
gelebte,2
Generationengerechtigkeit,2
TOLERANTE,1
WELTOFFENE,1
GESELLSCHAFT,1
Aussehen,1
politischer,1
äußern,1
Minderheiten,3
Zusammenleben,2
unverzichtbar,2
Fremdenhass,1
Antisemitismus,7
Homophobie,1
Liberaler,1
Feminismus,3
Rechtsgleichheit,1
Geschlechter,1
aufbaut,1
Individuen,2
Freiheits,2
Entfaltungsräume,1
strebt,1
Rollenzuschreibungen,1
gewählten,1
biologischen,1
Geschlechts,1
gesamtgesellschaftlichen,1
Konsens,2
Politischen,1
Linksextremismus,1
religiös,1
nationalistisch,1
motivierten,1
Gruppenbezogene,1
Menschenfeindlichkeit,2
Überhöhung,1
Gruppe,1
Nation,1
Herabwürdigung,1
Drohungen,1
niemals,1
moralische,1
Überlegenheit,1
wissenschaftliche,1
Extremismusformen,2
ausgebaut,3
Präventionsarbeit,1
Aussteigerprogramme,1
Rechtsextremismus,2
Herausforderung,1
gruppenbezogener,1
entgegen,2
Rechtsextreme,1
Vereinigungen,1
verboten,1
Beobachtung,1
rechtsextremer,1
Gefährderinnen,1
intensiviert,1
gefährdeter,1
Gruppen,3
kümmern,2
gefährlichen,1
rechtsextremen,1
Einstellungen,1
Platz,2
Null,1
entschiedenes,1
Vorgehen,4
Jüdisches,1
integraler,1
spezifische,1
Gefährdung,2
jüdischen,1
entgegenstellen,1
irgendeiner,1
Jüdische,1
Sicherheitsbedenken,1
Gemeinden,3
eingegangen,2
Ansprechpartnerinnen,2
antisemitisch,1
motivierte,1
Taten,1
aufzuarbeiten,1
Lernmaterialien,1
entlarven,1
antisemitischen,1
Vorurteilen,1
vorzubeugen,1
antisemitische,1
israelfeindliche,1
Geschäftspraktiken,1
Luftreiseverkehr,1
vorkommen,1
Märkten,1
International,1
Holocaust,1
Remembrance,1
Alliance,2
Orientierungspunkt,1
beobachten,1
BDS,1
Boycott,1
Disinventions,1
Sanctions,1
Verbots,1
Al,1
Quds,1
Marsches,1
Berlin,1
härtere,1
strafrechtliche,1
Sanktionen,7
Verbrennen,1
Israel,2
Fahnen,1
Ausdruck,1
israelbezogenem,1
Gedenkens,1
Nationalsozialismus,2
27,1
Januar,1
aufgewertet,2
Schweigeminute,1
israelischen,1
Jom,1
haScho,1
Nationaler,1
Aktionsplan,4
Homo,3
Transfeindlichkeit,2
3,2
Abs,1
vollständiges,1
Konversionstherapien,1
Blutspende,1
homo,1
bisexuelle,1
Männer,1
Eignung,1
Risikoverhalten,1
Nationalen,4
Diskriminierungen,1
Beleidigungen,1
Länderpolizeien,1
LSBTI,8
feindliche,1
einheitlich,2
erfassen,1
Präventions,2
Öffentlichkeitsarbeit,1
Ermittlungsdienste,1
schulen,2
transfeindliche,1
behandelt,1
rassistische,1
Beratungs,1
Selbsthilfeangebote,1
schulische,1
Bundesstiftung,1
Magnus,1
Hirschfeld,1
initiiert,1
abgesichert,2
Häusliche,1
Istanbul,2
Konvention,3
häuslicher,2
zusammenarbeiten,1
anzeigeunabhängig,1
kostenlos,2
Spurensicherung,1
sexualisierter,1
gemeinsamen,5
bedarfsgerechten,1
Frauenhausplätzen,1
nationales,1
Hilfsangebote,1
standardmäßig,2
Besuch,1
Frauenärztin,1
Frauenarztes,1
ausgebaute,1
institutionalisierte,1
präventive,1
repressive,1
Täterinnenarbeit,1
Islamismus,2
Deradikalisierung,2
Präventionsstrategie,1
islamistische,2
Deradikalisierungsprogramme,1
bewerten,2
verbindliche,2
Gefängnissen,2
Präventionsprojekten,1
Staatskirchenrecht,2
Religionsverfassungsrecht,2
passenden,3
Religionsgemeinschaften,1
Gleichheitsgebot,1
Glaubensvielfalt,1
Verfassungsauftrag,1
Ablösung,1
Staatsleistungen,1
vollzogen,1
Tanzverbote,1
ähnliche,1
stillen,1
Feiertagen,1
kirchliche,1
Arbeitsrecht,1
Stellen,4
betreffen,2
religiöse,1
ausüben,1
progressiven,1
Muslimen,1
muslimischen,1
Verbänden,1
stärkeres,1
einräumen,1
Glaubensgemeinschaften,1
Mitgliedern,1
hierzu,2
Imamen,1
KOMMUNEN,1
SPORT,1
EHRENAMT,1
STÄRKEN,1
Freiräume,2
Zukunftschancen,2
Zusammenhalt,3
städtischen,1
Räumen,1
Ehrenamt,4
Sport,10
Tourismusbetriebe,1
Hotels,1
Gaststätten,1
Eckpfeiler,1
Entschuldung,2
überlasteter,1
Perspektive,2
Sparkurs,1
strukturelle,1
zurückbezahlt,1
Leidtragenden,2
entschuldet,1
mögliches,1
Entschuldungsprogramm,1
zulässigen,1
Infrastrukturprojekten,1
Wirtschaftsförderung,1
grundsätzlichen,1
Gemeindefinanzen,1
verbunden,4
bestellt,1
bezahlt,1
verschuldet,1
haftet,1
echtes,2
Konnexitätsprinzip,1
bezahlen,1
vorgesehen,1
häufig,1
weitergeleitet,1
Insolvenzordnung,2
haften,2
Gebietskörperschaften,2
Haushaltsnotlage,1
Ultima,1
Ratio,1
wirtschaften,3
mittragen,1
solideren,1
wehrhafte,1
bürgerschaftlichen,2
Engagements,3
Bürgergesellschaft,1
ehrenamtlichen,2
elementaren,1
friedfertigen,1
wehrhaften,1
Vereine,3
Stiftungen,2
Organisationsformen,1
Zuwendungsempfänger,1
Struktur,1
Projektförderung,1
Projektpartner,1
Boden,1
freiheitlich,2
Grundordnung,1
Übungsleiter,2
Ehrenamtspauschale,2
Ehrenamtliches,1
bürgerschaftliches,1
Grundfesten,1
Wohlfahrts,1
Sozialarbeit,1
Umweltschutz,3
Kommunalpolitik,1
tausende,1
Freizeit,2
Haftungsrisiken,2
möglichen,3
Akquise,1
tausender,1
Selbstwirksamkeit,1
wertvolle,2
bringt,3
kulturellen,2
Hintergrundes,1
stiftet,1
Gemeinschaft,3
Bundesfreiwilligendienst,1
Bundesfreiwilligendienstes,1
BFD,2
Freiwilligen,2
Wehrdienst,1
vergleichbares,1
Eröffnung,1
Teilzeitmodellen,1
Zielgruppen,1
Digitalen,1
Jahres,1
junger,1
Zwangsdienst,1
Willen,2
Gesellschaftsjahr,1
Dienstpflicht,1
Aussetzung,1
Wehrpflicht,1
fest,3
Fairplay,1
Gewaltfreiheit,1
Antidiskriminierung,1
selbstverständlichen,1
gesellschaftlich,1
anerkannten,1
Leitlinien,2
Verhaltens,1
Sportleben,1
Beteiligten,1
erwarten,2
Beiträgen,1
zielführende,1
Olympischen,1
Sportbund,1
DOSB,1
gegründeten,1
Ethik,1
gewachsen,1
Integrationsbereitschaft,1
Inklusion,1
Großveranstaltungen,2
Bewerbungen,1
Ausrichtung,1
Sports,3
Entsprechende,1
Gemeinnützigkeit,1
Vereinen,1
anerkannt,2
sportlicher,1
Betätigung,1
technischer,1
eröffnet,2
unterschiedlicher,2
Altersklassen,1
Innovationswirkung,1
Games,1
Integration,10
organisierten,1
möglicher,1
Effekte,1
Doping,6
Kronzeugen,2
Anti,3
Gesetz,5
Kronzeuginnen,1
Sportfachverbänden,1
losgelöst,1
Kampf,2
unabhängiger,2
schlagkräftiger,3
Zuständigen,1
Agentur,1
NADA,1
angemessenes,1
bereitgestellt,1
KULTUR,1
Tradition,2
Kulturnation,2
blicken,1
Kulturlebens,1
Kulturförderung,4
starke,8
Wirtschaftszweig,2
Erhöhung,1
Subvention,1
Künste,1
Originelle,1
selbsttragenden,1
Vermarktung,1
findet,1
Anstieg,2
Solo,1
Förderanträge,1
Formate,1
Livestreams,2
Kreativbranche,1
Rundfunklizenzpflicht,1
Staatsziel,2
Artikels,2
20b,1
Satz,4
festzuschreiben,1
Kulturraums,1
betrachten,1
geistig,1
kreativer,1
Lebensgrundlage,1
tausend,1
Kulturelle,1
jährlichen,2
öffentlicher,1
geförderter,1
Kulturorganisationen,1
kulturelle,3
Vermittlungs,1
kultureller,2
öffnet,2
Erinnerungs,1
Gedenkkultur,1
Gedenkstättenkonzept,2
Aufarbeitung,1
Unrechts,1
Diktaturen,1
DDR,1
kontinuierliche,3
Auseinandersetzung,1
Geschichte,2
Sensibilisierung,1
geleistet,1
historischen,1
innovativen,4
Vermittlungskonzepten,1
Brücken,1
jüngeren,2
Bewusstseins,1
Kulturgutschutzgesetz,1
überarbeiten,1
Eigentumsrechte,2
Rücknahme,1
Teile,3
Kulturgutschutzgesetzes,1
KGSG,1
illegal,1
verbrachtes,1
Kulturgut,4
Ankauf,1
Kunstwerke,1
Ankaufsfonds,1
einzurichten,1
Illegaler,1
Zoll,1
unnötigen,1
Eigentumsrecht,1
Abwanderungsschutz,1
nationalem,1
Sammlerinnen,1
Sammler,1
unternehmerische,1
Kunst,1
Auktionshäusern,1
Fluktuation,1
Kunstwerken,1
Handels,2
krankt,1
mangelnden,1
zuständigen,5
Auswärtige,3
Kulturpolitik,2
Aushängeschild,1
Mittlerorganisationen,1
Goethe,1
Auslandsbeziehungen,1
Kulturinstitute,1
Drittländern,1
Arbeitseinheit,1
Kulturbeziehungen,1
Heritage,2
Trust,3
Kulturfonds,1
National,2
Europe,1
Schutze,1
Kulturerbes,1
Denkmalschutz,1
engagierenden,1
vernetzen,2
Langfristiges,1
Mitgliedsbeiträge,1
Eintritten,1
gewerblichen,1
finanzierende,1
Fairen,2
hinkt,1
geltende,1
hinterher,1
amerikanischen,3
Fair,1
Use,2
Prinzips,1
maßvoll,1
Schranken,1
Urheberrechts,1
Bagatellklausel,1
Nutzungen,2
alltägliche,1
Memes,1
Remixes,1
kommerziellen,1
Interessen,6
verfolgen,1
Leistungsschutzrecht,1
Presseverlegerinnen,1
Presseverleger,1
Kunstfreiheit,2
Zeitalter,4
Urheberin,1
Urheber,1
Werkes,1
Uploadfiltern,1
Meinungs,1
Verweis,1
Geheimschutz,1
Hintertür,1
Öffentlichkeit,1
demokratischer,3
wirtschaftlich,3
starker,1
Handelskonflikte,1
Migration,2
Partnern,7
Setzen,1
Außen,10
Sicherheits,5
Entwicklungspolitik,10
Guss,4
Ideologie,1
Angst,1
zeitgemäßes,1
Einwanderungsrecht,3
enkelfitte,1
Rentenpolitik,1
KLIMA,1
UMWELTSCHUTZ,1
Packen,1
klugen,2
bezahlbar,3
umwandeln,1
Klima,5
komplexe,1
Umweltprobleme,1
ETS,3
Sektoren,1
geographisch,1
wieviel,1
ausgestoßen,1
Ausstoß,1
Zertifikate,4
teurer,1
spart,3
kaufen,1
speichert,1
Pariser,4
Erderwärmung,1
Grad,1
Celsius,1
begrenzen,1
2050,2
striktes,1
sinkendes,1
Limit,1
Emissionshandelssystem,2
zuverlässig,1
wissenschaftlicher,3
Sachstandsberichten,1
Weltklimarates,1
Intergovernmental,1
Panel,1
on,1
Climate,1
Change,1
frühzeitiger,1
angestrebt,1
Senkungspfads,1
13,1
dorthin,1
überlassen,1
Technikerinnen,1
Technikern,1
Wissenschaftlern,1
marktwirtschaftlich,2
wissenschaftlich,2
Carbon,4
Leakage,3
klimapolitische,1
abgestimmtes,2
einheitlichem,2
Übergangslösung,1
Zertifikatehandel,1
konforme,2
Schutzes,2
emissionsintensive,1
Industrien,1
abwandern,1
direkten,3
nachzuziehen,1
intensive,1
Produktionsprozesse,1
geringeren,1
verlagert,1
anschließend,2
importiert,2
Sicht,4
Emissionshandelssysteme,1
vorzuziehen,1
anrechnen,1
finanzieren,2
Treibhausgasreduktionen,1
anzurechnen,1
Artikel,3
6,3
Abkommens,3
Doppelanrechnung,1
Bislang,1
verzichtet,1
irrelevant,1
ökonomisch,3
Ausgleich,3
Klimadividende,2
Energiebesteuerung,1
drastisch,1
Klimaschutzes,1
abgemildert,1
Verknappung,2
EEG,5
Umlage,3
Erneuerbare,4
Energien,12
Stromsteuer,2
Erzeugungsart,1
erhoben,1
niedrigsten,1
aktuellem,1
Aufkommensneutralität,1
Rückzahlung,1
berechnenden,1
pauschalen,1
Betrages,1
Weltweit,3
Wald,4
Aufforstungen,2
Wälder,7
Waldökosysteme,1
Moore,3
Belohnung,1
Bindung,1
Hüter,1
Biodiversität,2
Kohlenstoffspeicher,1
Emissionsminderungen,1
Mangroven,1
Wiedervernässung,1
Mooren,1
zurzeit,1
verfügbares,1
bezahlbares,1
Wettlauf,1
Erwärmung,1
Planeten,1
Sicherung,1
geachtet,1
Bäume,1
binnen,1
verschwinden,1
bedeuten,1
Ernährungs,1
Einkommenschancen,1
Algenwälder,1
Seegraswiesen,1
Phytoplankton,1
Meere,1
Kohlenstoff,2
Atmosphäre,3
speichern,1
Sauerstoff,2
Meeresflora,2
Ökosystems,1
Ozean,1
nachhaltigem,1
Umweltpolitik,1
Innovationsmotor,1
ideologiefreie,1
umweltpolitische,1
Gesetzgebung,1
Entfaltungsmöglichkeiten,1
ungewöhnliche,1
Marktreife,1
gebracht,2
beweisen,1
Züchtung,1
Pflanzenschutz,1
minimieren,2
Zertifizierung,1
vereinfacht,2
Klimaziele,1
Klimafreundliche,1
synthetische,4
verfügbare,1
Verkehrsarten,1
Umrüstung,1
herkömmlichen,1
Speichertechnologien,2
klimaneutrale,1
Energiewirtschaft,1
Speichern,1
Stromspeicher,1
Energiewende,7
Speicher,1
eigenständige,2
Energiesystems,2
Produzenten,1
definieren,1
Umlagen,2
Geo,3
Engineering,3
Kohlenstoffkreislaufwirtschafts,1
Speicherungsgesetz,1
Begriff,1
fallen,3
strenger,1
Solar,1
Radiation,1
Biomasse,1
Technologiefeindlichkeit,1
aufbrechen,1
Capture,1
Storage,1
Dioxide,1
Removal,1
CCS,1
CDR,2
entfernt,1
Tonne,1
gebundenes,1
europäisches,3
Zertifikat,2
handelbar,1
Gesamtmenge,1
ausgegebenen,1
Negativemissionstechnologien,2
Erkundung,1
Erschließung,1
potentieller,1
Speicherstätten,1
falls,2
erforderlich,1
Treibhausgasminderung,1
beeinträchtigen,1
zusätzlichen,1
Luftqualität,3
Kluge,1
Fahrverbote,2
On,1
Demand,1
Verkehrsführung,1
Stauvermeidung,1
Zulassung,2
synthetischer,1
Fuels,1
Bestandsflotten,1
Umgehungsverkehr,1
größeren,2
Luftbelastung,1
Artenschutz,1
Artensterben,1
Artenvielfalt,3
Menschheitsaufgabe,1
ethische,1
ökologisch,2
medizinisch,1
Unzählige,1
Errungenschaften,1
Natur,2
invasive,1
Neophyten,1
Ökosysteme,2
Globalisierung,2
größer,1
Eindringen,1
fremden,1
Arten,4
Zoonosen,2
Registrierungspflicht,2
Human,1
Veterinärmediziner,1
Halterinnen,1
Halter,1
Wildtieren,1
Tierhalterinnen,1
Tierhalter,1
Infektionsfall,1
informiert,1
Health,1
Ansatz,4
Humanmedizin,1
Veterinärmedizin,1
Umweltwissenschaften,1
vorsieht,1
Sauberes,1
Wasser,1
Grundwasservorkommen,1
schonend,1
bewirtschaftet,1
sauber,1
Feuchtbiotope,1
intakte,1
Gewässer,3
kommunale,1
Wasserversorgung,1
Einträge,1
Rückstände,1
Landwirtschaft,9
Bergbau,1
Medikamente,1
Verursacherprinzip,1
Meeresschutz,1
Zukunftsaufgabe,2
Meeresforschung,1
Meerespolitik,2
Vorreiterrolle,2
internationaler,2
Arktis,1
Meer,2
liefert,1
Klimaregulator,1
Klimawandels,2
Überfischung,1
Meeresverschmutzung,1
Plastikmüll,1
Chemikalien,1
Tonnen,1
Munitionsaltlasten,1
Kampfstoffe,1
Altöl,1
Piraterie,1
Lebensraum,1
Erde,1
dar,1
Schadstoffe,1
zeitnah,1
geborgen,1
unschädlich,1
Abhilfe,1
vorhandene,1
anzugehen,1
schafft,1
lebenswerte,1
handfestes,1
wirtschaftliches,1
Potenzial,1
Küstenregionen,1
Ansiedlung,1
maritimen,1
ZUKUNFTSFÄHIGE,1
EUROPÄISCHE,1
UNION,1
bereit,1
außenpolitisch,1
Souveränität,4
autokratischem,1
Machtstreben,1
entgegenstellt,1
mutigen,2
Arbeitsweise,1
innen,1
demokratisch,1
außen,2
Global,1
Player,1
Zukunftskonferenz,1
Konferenz,3
Gremium,1
einjährigen,1
zusammenkommen,1
Prioritäten,3
diskutieren,1
Politikfelder,1
konzentriert,1
Relevanz,1
robuster,1
aufzustellen,1
Chancenkontinent,1
Fortschrittsmotor,1
mobilisieren,3
institutionell,2
bürgernäher,1
handlungsfähiger,1
schließt,1
Vertragsänderungen,1
Verfassung,3
Bundesstaat,2
Verfassungskonvent,1
einberufen,1
Konvent,1
dezentral,2
föderal,2
verfassten,2
rechtsverbindliche,1
Grundrechtekatalog,2
Volksabstimmung,1
erklärte,1
Rückfall,1
nationalstaatliche,1
Kleinstaaterei,1
zentralisierten,1
Superstaats,1
parallel,1
Geschwindigkeiten,1
vertieft,1
Effizienz,2
staatenübergreifenden,1
Spitzenkandidatinnen,1
Spitzenkandidaten,1
Vollparlament,1
Initiativrecht,1
Tagungsort,1
Sitz,2
Kommissionspräsidentin,2
präsident,1
Spitzenkandidatin,1
Spitzenkandidat,1
Stimmen,1
vereint,1
Misstrauen,1
Kommissionspräsidenten,1
Vorschlagsrecht,1
übrigen,1
Kommissarinnen,2
Kommissare,2
liegt,1
präsidenten,1
bestätigen,1
verkleinert,1
zurechenbare,1
Ressorts,2
Rat,1
Untergruppierungen,1
Strategische,1
anstreben,1
strategische,1
erforderlichen,1
ausgestattet,1
Rohstoffimporte,1
verwundbar,1
Verteidigungspolitik,1
GSVP,1
militärische,1
Fähigkeiten,3
NATO,11
Partnerin,1
Augenhöhe,1
Weltordnung,2
Selbstisolation,1
Echte,1
Gemeinsame,3
Sicherheitspolitik,5
GASP,1
Namen,1
verdient,1
Einstimmigkeit,1
Ministerrat,1
überführt,1
Vertreterin,1
Vertreter,2
vollwertige,1
Außenministerin,1
vollwertiger,1
Außenminister,1
Armee,3
gemeinsamem,1
Oberbefehl,1
parlamentarischer,1
gemeinsamer,1
Streitkräfte,2
integrationswilligen,1
Mitgliedsländer,1
Verteidigungsunion,2
Zwischenschritt,1
zukünftigen,2
Kommandostrukturen,1
gemeinsames,1
militärisches,1
Hauptquartier,1
Ausbildungseinrichtungen,1
Sicherheitsakademie,1
Streitkräften,1
Soldatinnen,2
Soldaten,2
Dienstgradgruppen,1
intensivieren,2
Instrumenten,1
Vereinigten,4
Königreich,3
harten,1
Brexit,2
gekommen,1
ziviler,1
Kernenergie,1
Informationssicherheit,1
begründen,2
tragfähige,1
britische,2
nachkommt,1
vergleichbare,1
aufrecht,1
unfairen,1
Seiten,2
Ärmelkanals,1
irischen,1
Insel,1
vollumfängliche,1
Austrittsabkommens,1
einzubeziehen,1
wünschen,1
außenpolitische,1
baldige,2
Neuregelung,1
Studierenden,1
Tür,1
Beitritt,1
nachteiligen,1
überdenkt,1
Beitrittsverhandlungen,2
Türkei,11
Beziehungen,11
Sowohl,1
geographische,1
türkischstämmige,1
Community,1
Neuanfang,1
sicherheitspolitischer,1
wirtschaftlicher,1
Erdogan,2
autoritär,1
regierte,1
Kandidat,1
Mitgliedschaft,1
geforderten,1
Achtung,1
Zunahme,1
willkürlichen,1
Anklagen,1
Menschenrechtsaktivisten,1
Journalistinnen,1
Journalisten,1
Mitglied,2
Nachbar,1
unverzichtbarer,1
weswegen,1
sicherheitspolitischen,2
Spannungen,1
Bündnis,4
abzubauen,1
zivilgesellschaftlichen,3
Zeitpunkt,1
Energieaußenpolitik,2
Diversifizierung,1
Energiequellen,1
Lieferanten,1
Inbetriebnahme,1
Pipeline,1
Nord,2
Stream,2
Handelsregeln,1
Russland,7
Ukraine,2
Transitland,1
Weiterbau,1
russische,3
Nawalny,2
Ermittlungen,1
Menschenrechtslage,1
bessert,1
erneuerbare,3
Energieimporte,1
Energiepolitik,2
Haltung,4
hinsichtlich,1
externer,1
Bezugsquellen,1
Neuer,1
Rechtsstaatsmechanismus,2
untereinander,1
7,1
Vertrags,1
bewährt,1
Grundwerte,1
Füßen,1
Händen,1
Geldern,1
schöpfen,1
Verordnung,1
Rechtsstaatskonditionalität,1
Strukturfonds,1
Dezember,2
nachgebessert,1
Ahndung,1
Verletzungen,1
Entzug,2
ausreichen,1
Zivilgesellschaftliche,1
KLARE,1
stabiler,1
Vorteile,1
Währungsunion,1
krisenfest,1
ziehen,1
Stabilität,3
Wirecard,3
Skandal,1
BaFin,4
aufstellen,3
Bundesanstalt,2
Finanzdienstleistungsaufsicht,1
regulieren,1
eklatante,1
Vollzugsdefizite,1
offengelegt,1
schwerste,1
Aufsicht,3
reformiert,2
Markteintritt,1
BigTechs,1
Zahlungsdienstleister,1
Einzug,1
Finanzbranche,1
gehalten,1
schlagkräftigen,1
Finanzaufsicht,1
Finanzplatz,1
zurückgewinnen,1
Bankensektor,1
Überwindung,2
Bankenmärkten,1
zurückziehen,1
stehenden,1
Banken,6
Commerzbank,1
Landesbanken,2
leistungsstarken,1
Bankenmarkt,1
krisenfeste,1
Kreditanstalt,2
Wiederaufbau,2
KfW,2
Förderbanken,1
genügend,1
Bankenaufsicht,1
zeitgemäße,1
Bankenregulierung,2
Gläubigerinnen,1
Gläubiger,3
systemische,1
Marktteilnehmern,1
Level,1
Playing,1
Field,1
sicherstellt,1
Risikoorientierung,1
folgen,1
Unterschiedlichen,1
Geschäftsmodellen,1
Wettbewerbsneutralität,1
Geschäftspolitische,1
Privilegierung,1
Staatsanleihen,5
bevorzugte,1
Versicherungen,2
marktorientierte,1
risikoadäquat,1
Eigenkapital,1
unterlegt,1
Großkreditgrenze,1
Klumpenrisiken,1
Bankbilanzen,1
vorbeugen,1
ausdehnen,1
Einlagensicherungssysteme,2
nationaler,1
Bilanzen,1
stabilisiert,1
ansonsten,1
stabileren,1
Bankensystemen,1
Einlagensicherung,1
EDIS,2
Zusatznutzen,1
Finanzstabilität,1
Sicherungssysteme,1
Sparkassen,1
Volksbanken,1
Gläubigerbeteiligung,1
Finanzierungskrisen,1
Eurozone,2
geordnete,1
Staatsinsolvenzen,1
Bevor,1
Währungsfonds,3
EWF,3
fließen,1
Stabilisierungslasten,1
zumindest,1
Laufzeitverlängerung,1
Privatsektors,1
wirksamste,1
Krisenprävention,3
Regel,3
unangemessen,1
verschulden,1
Finanzstabilitätsrat,1
analytischen,1
Kompetenz,1
eingebunden,1
Europäischer,2
Wächter,1
Staatsfinanzen,1
Stabilitätsmechanismus,1
ESM,1
umbauen,1
makroökonomischen,1
Anpassungsprogramme,1
nehmenden,1
Haushalts,2
Programmländer,1
zuständig,2
Rettungsprogramme,1
entpolitisieren,1
Stabilitäts,2
Wachstumspaktes,1
Wachstumspakt,1
SWP,1
angesichts,1
hieraus,1
resultierenden,1
faktisch,1
ausgesetzt,2
Finanzpolitik,1
zählen,1
unverändert,1
Begrenzung,1
Haushaltsdefiziten,1
Schuldenstand,1
Haushalte,1
Paktes,1
Haushaltsführung,1
verstoßen,1
Haushalt,3
schuldenfreien,1
zurückkehren,3
Schuldenunion,1
befristete,2
Schuldenfinanzierung,1
beschlossen,1
Rückgriff,1
Schuldenpolitik,1
Verträgen,2
vereinbar,3
abgelehnt,1
Wirtschaftskrise,2
Neuaufstellung,1
Kohäsions,1
Innovationspolitik,2
Bewährte,1
Horizon,1
Investitionsbank,2
schwächeren,1
zugutekommen,1
ineffiziente,1
Starken,1
Aufholen,1
Schwächeren,1
schwersten,1
Weltkrieg,1
Friedensprojekts,1
Einigung,3
GRUNDSÄTZE,1
LIBERALER,1
AUSSENPOLITIK,1
diplomatische,1
Rechtsstaatlichkeit,7
unverzichtbaren,1
glaubwürdigen,1
Außenpolitik,2
Bewahrung,1
freiheitlichen,1
Lebensweise,1
Menschenrechten,2
zentral,1
Jahrhunderts,3
Vernetzten,1
Ansatzes,2
Multilateralismus,2
Abschottung,1
Gütern,1
Ressourcenverteilung,1
Pandemiebekämpfung,1
Wohlstandsunterschiede,1
multilaterales,1
multilaterale,3
Finanzausstattung,1
Sonderorganisationen,1
internationales,2
strategisch,3
umsetzt,1
Entscheidungsstrukturen,1
Äußere,1
Sicherheitsbedrohungen,1
Sicherheitsrats,1
vorausschauender,1
Verteidigungs,1
festlegt,1
vernetzten,1
3D,1
defence,1
development,1
diplomacy,1
eingegangenen,1
erfüllt,3
Diplomatie,4
verbesserte,1
frühzeitigere,1
stringentere,1
Koordinierung,1
Europapolitik,1
Regierungen,1
US,3
Administration,1
unterstützte,1
Projekt,1
of,1
Democracies,1
idealen,1
Anknüpfungspunkt,1
aufgreifen,1
organisatorisch,1
untermauern,1
Doppelstrukturen,1
abstimmen,1
Systemwettbewerb,1
China,15
Xi,1
Jinpings,1
Südkorea,1
Estland,1
Australien,2
Portugal,1
Distanzen,1
gleichgesinnte,1
Dänemark,1
Frankreich,1
Innovationsbotschafter,1
Bundesministerien,1
Ballungszentren,1
High,1
entsendet,1
diplomatisch,1
Technologieunternehmen,1
Entwicklern,1
Zentren,1
Silicon,1
Valley,1
Taiwan,6
Aviv,1
Singapur,1
Shenzhen,1
Daejeon,1
Liberale,2
befähigen,1
Fake,1
News,1
Kampagnen,1
Propaganda,1
Manipulationen,1
abwehren,1
neuester,1
Forschungsergebnisse,1
Wahlinfrastruktur,1
kritische,1
erheblich,1
verdeckte,1
Parteienfinanzierung,1
vorgegangen,1
Auswärtiger,1
beraten,1
Beeinflussung,1
Willensbildungsprozesse,1
autokratisch,1
regierten,1
Bündelung,1
Lernkonzepte,1
Medienkompetenz,1
jeglichen,1
bewegen,1
verstehen,1
Ferner,2
Auslandsrundfunk,1
Gestalt,1
Welle,2
Berichterstattung,1
Informationsangebote,2
Regionalisierung,1
fremdsprachlicher,1
Klares,1
Bekenntnis,2
uneingeschränkt,1
konkurrenzlos,1
Sicherheitsbündnis,1
Garant,1
Beschlüsse,1
Allianz,1
Wales,1
Warschau,1
Abschreckungs,1
Verteidigungsdispositivs,1
Finanzmittel,1
einhergehend,1
gleichzeitigem,1
Dialog,5
Strategischen,1
Konzepts,1
Volksrepublik,4
Partnerstaaten,1
indopazifischen,1
Einsatzbereitschaft,1
Modernisierungskurs,1
einschlagen,1
Waffensysteme,1
teilweise,3
veraltet,1
einsatzbereit,1
Wichtige,1
Beschaffungsvorhaben,1
verzögern,1
zustande,1
Instandhaltung,1
vernachlässigt,1
Aufträgen,1
eingeleiteten,1
Trendwenden,1
Überprüfung,2
unterzogen,1
Modernisierungsprozess,1
Rüstungskontrolle,3
Abrüstung,3
atomwaffenfreien,1
andauernde,1
nuklearen,1
wandelnden,1
Sicherheitsumfeldes,1
zerfallen,1
Atomwaffenkontrolle,1
Nuklearwaffen,1
Impulsgeber,1
denken,2
atomare,1
Aufrüstungsspiralen,1
Atommächten,1
Nuklearwaffenstaaten,1
Verhandlungstisch,1
holen,1
Rüstungskontrollvereinbarungen,1
Cyberwaffen,1
Massenvernichtungswaffen,1
Informationszeitalter,1
Hypersonic,1
Glide,1
Vehicles,1
Atomsprengkopf,1
Stunde,1
zerstören,1
verhandelt,1
Überlebensfrage,1
Völkerrechts,3
OSZE,2
Charta,1
Paris,1
verhandelbar,2
derzeitige,1
Russischen,1
Föderation,1
unverzügliches,1
Ostukraine,1
völkerrechtswidrigen,1
Annexion,1
Krim,1
verhängten,1
militärischen,1
Eskalation,1
verschärfen,1
Selbstzweck,1
dienen,1
Lockerungen,1
Aufhebung,2
Sanktionsregelungen,1
Minsker,1
Russlands,2
Diktatoren,1
Alexander,1
Lukaschenko,3
Baschar,1
al,1
Assad,1
Kreml,1
gesteuerte,1
Desinformationskampagnen,1
Hackerangriffe,1
Ermordung,1
Boris,1
Nemzow,1
Giftanschläge,1
Regimegegner,1
