Term,Frequency
intersektionale,1
Gleichstellungspolitik,1
Frauenrechtskonvention,1
CEDAW,1
gleichstellungsorientierte,1
Jungen,1
Männerpolitik,1
Gewaltprävention,1
Istanbul,2
vorbehaltlos,1
Frau,1
Frauenhäusern,1
Hilfesystem,1
Regelfinanzierung,1
Zufluchtsräume,1
männliche,1
Partnerschaftsgewalt,1
vulnerabler,1
geflüchteter,1
queerer,1
Präventive,1
Täterarbeit,1
Sexismus,1
gerichtsverwertbare,1
vertrauliche,1
Beweissicherung,1
wohnortnah,2
Monitoringstelle,1
Europaratskonvention,1
190,1
Beseitigung,1
Belästigung,1
Ökonomische,1
Erfolge,1
Handlungsbedarfe,1
Berichterstattung,2
Männeranteils,1
Führungsebenen,1
schärfen,1
Lohnlücke,1
Entgelttransparenzgesetz,1
Prozessstandschaft,2
geltend,1
Brückenteilzeit,1
Überforderungsklausel,1
übersichtlicher,1
Familienbesteuerung,1
Familienformen,1
Interaktion,2
Steuerpflichtigen,3
Finanzverwaltung,2
Steuerklassen,1
Faktorverfahren,1
Steuerklasse,1
anwendbar,1
Fairness,2
Reproduktive,1
Selbstbestimmungsrecht,1
kostenfreien,1
Schwangerschaftsabbrüchen,1
Sogenannten,1
Gehsteigbelästigungen,1
Abtreibungsgegnerinnen,1
Abtreibungsgegnern,1
Beratungseinrichtungen,1
Schwangerschaftskonfliktberatung,1
Ärzte,1
Strafverfolgung,1
befürchten,1
streichen,1
219a,1
StGB,2
Verhütungsmittel,2
Satzungsleistung,1
erstatten,1
Geringverdienenden,1
übernommen,3
ungewollt,1
Kinderlose,1
Befruchtung,1
heterologer,1
Insemination,1
Indikation,1
Familienstand,1
sexueller,4
förderfähig,1
Beschränkungen,1
Behandlungszyklen,1
Landesbeteiligung,1
Sodann,1
zurückzukehren,1
Präimplantationsdiagnostik,1
Vorkernstadium,1
elektiven,1
Embryo,1
reproduktiven,1
Fortpflanzungsmedizin,1
Regulierungen,1
Schwangerschaftsabbruch,1
Strafgesetzbuches,1
Legalisierung,1
Eizellspende,1
altruistischen,1
Leihmutterschaft,1
tolerante,1
Bürgerschaftliches,1
Demokratiepolitik,1
bedeutsamer,1
bürgerschaftlich,1
engagieren,4
begeistern,1
Haftungsrisiken,1
Patenschaftsprogramm,1
fortgeführt,2
Engagementstrategie,1
Gemeinnützigkeitsrecht,1
entstandenen,1
Gemeinnützigkeitsrechtsprechung,1
Bundesfinanzhofes,1
Gemeinnützigkeitszwecke,1
verbinden,1
Transparenzpflichten,2
größere,1
Förderauftrag,1
bürgerschaftliches,1
angelegten,1
Demokratiefördergesetz,1
einbringen,1
zivilgesellschaftliche,3
Ausstiegsarbeit,1
Empowerment,1
Betroffenengruppen,1
Angriffen,1
vermehrt,1
mehrjährige,2
Fördermodalitäten,1
selbstverständlich,2
unterstützten,1
förderliche,1
geförderten,1
Erinnerungsortes,1
Dokumentationszentrums,1
Staatsangehörigkeitsrecht,2
Geschichte,3
Einwanderinnen,1
Einwanderer,1
Enkel,1
aufgebaut,2
Symbolisch,1
jährige,1
Jubiläum,1
Anwerbeabkommens,1
Türkei,5
Minderheiten,3
dänische,1
Minderheit,1
friesische,1
Volksgruppe,1
Sinti,1
Roma,2
sorbische,1
Volk,1
selbstverständlicher,1
kulturelle,4
Erbe,3
Vertriebenen,1
Aussiedlerinnen,1
Aussiedler,1
Spätaussiedlerinnen,1
Partizipationsgesetz,1
Leitbild,2
Partizipationsrates,1
Bundesverwaltung,1
Bundesbeteiligung,1
Migrantenselbstorganisationen,2
Partnerinnen,1
erschließen,2
studieren,1
Mehrfachstaatsangehörigkeit,1
Staatsangehörigkeit,2
Einbürgerung,2
Integrationsleistungen,2
Niederlassungserlaubnis,1
erworben,1
geborene,1
Staatsbürgerinnen,1
Staatsbürger,1
rechtmäßigen,1
gewöhnlichen,1
Aufenthalt,2
Inland,2
Staatsbürgerschaften,1
vererben,1
Lebensleistung,1
Gastarbeitergeneration,1
Gruppe,1
nachzuweisende,1
Sprachniveau,1
Härtefallregelung,1
Sprachnachweis,2
Einbürgerungserfordernis,1
Einordnung,1
Einbürgerungsfeiern,1
Muslimisches,1
muslimischen,1
Jugendvereine,1
zunehmenden,2
Musliminnen,1
Muslimen,1
Begegnung,1
Jüdisches,1
1700,1
jüdisches,2
Antisemitismus,3
Gedenken,2
IHRA,1
beschlossen,2
Jüdinnen,1
Juden,2
beschämender,1
schmerzlicher,1
bewacht,1
sensibilisierende,1
Fortbildungen,1
entschlossenere,1
Verfolgung,3
antisemitischer,1
Vorfälle,2
Gedenkens,1
Nationalsozialismus,2
aufgewertet,1
Queeres,1
Queerfeindlichkeit,2
ressortübergreifenden,2
geschlechtlicher,1
unterlegt,1
LSBTI,3
Bundesstiftung,3
Magnus,1
Hirschfeld,1
Regenbogenfamilien,2
Geschlechtsspezifische,1
homosexuellenfeindliche,1
Beweggründe,1
Katalog,1
Strafzumessung,1
46,1
Abs,2
explizit,1
aufnehmen,2
Geschlechts,1
queere,2
separat,1
Transsexuellengesetz,1
Selbstbestimmungsgesetz,1
Standesamt,1
Geschlechtseintrags,1
Personenstand,1
Selbstauskunft,1
erweitertes,1
sanktionsbewehrtes,1
Offenbarungsverbot,1
Aufklärungs,1
geschlechtsangleichender,1
Behandlungen,1
Varianten,1
Geschlechtsentwicklung,1
Umgehungsmöglichkeiten,1
Trans,2
Inter,1
früherer,1
Körperverletzungen,1
Zwangsscheidungen,1
Entschädigungsfonds,1
Strafausnahmen,1
Konversionsbehandlungen,2
vollständiges,1
auchvon,1
Blutspendeverbot,1
Sex,1
gleichgeschlechtliche,1
Ehen,1
Lebenspartnerschaften,1
Mitgliedsstaaten,2
Rechtsfolgen,1
Rechtsakte,1
Homophobie,1
Verfolgte,1
Asylverfahren,5
Dolmetscher,1
Beurteilung,1
Verfolgungswahrscheinlichkeit,1
Unterbringung,1
Rechtsberatung,1
inhaltlich,2
Extremismusprävention,1
Hass,1
gruppenbezogener,1
Antiziganismus,4
Schwarze,1
Muslimfeindlichkeit,1
Frauenhass,1
Engagierte,1
Dekade,1
afrikanischer,1
Integrations,1
Migrationsforschung,1
DeZIM,1
Rassismusmonitor,1
Anti,2
Beauftragte,2
gegründet,1
Beratungsstelle,1
antiziganistische,1
Gleichbehandlungsartikel,1
Artikel,4
Absatz,1
GG,3
Begriff,1
Rasse,1
Antidiskriminierung,1
Antidiskriminierungsstelle,1
statten,2
gewählt,1
zivilgesellschaftlicher,1
Beratungsstellen,1
AGG,1
Schutzlücken,1
Anwendungsbereich,2
zweifelsfrei,1
gruppenbezogenen,1
entgegenzutreten,1
Selbstkontrolle,2
Supervision,1
Innerer,1
Verfasstheit,2
Minority,1
SafePack,1
proaktiv,1
Entfaltung,1
Sprachen,2
Medienpolitik,2
Organisations,1
Ausdrucksform,1
Klassik,1
Comic,1
Plattdeutsch,1
Plattenladen,1
überzeugt,1
Kulturelle,1
künstlerische,1
inspirieren,1
Debattenräume,1
diskriminierungsfreie,1
Staatsziel,1
Soziale,1
Pay,1
divers,1
besetzte,1
Jurys,1
Amtszeitbegrenzungen,1
statistische,1
freischaffender,1
Künstler,2
Kreativer,1
Mindesthonorierungen,1
soloselbstständige,1
hybrid,1
beschäftigte,1
Kreative,1
KSK,1
stabilisieren,2
erhöhte,1
Zuverdienstgrenze,1
selbstständiger,1
künstlerischer,1
Kulturförderung,1
Fortan,1
Kulturstiftung,1
Bundeskulturfonds,1
Innovationstreiber,1
Freien,2
Szene,1
Produktionshäuser,1
Bundeskulturförderung,1
Culture,1
Datenerfassung,1
anbietet,1
Kulturakteurinnen,1
qualifiziert,1
Datenraums,1
sparten,1
länderübergreifend,1
Kulturproduzentinnen,1
produzenten,1
Trafo,1
exemplarische,1
Kofinanzierung,1
bekräftigen,1
Hauptstadt,1
Zuwendungsrecht,1
Bibliotheken,3
Sonntagsöffnungen,1
Livemusikstätten,1
Kulturorte,2
hochverdichteten,1
Schallschutz,1
Musikspielstättenförderung,1
Galerien,1
Kulturgutschutzgesetzes,1
Ansprechpartnerin,1
Ansprechpartner,1
Journalismus,1
gemeinnützig,1
Verlage,1
Buchmarkt,1
Filmförderungsnovelle,1
Filmförderinstrumente,1
Filmmarktes,1
Filmbranche,1
Investitionsverpflichtungen,1
Anreizmodellen,1
Filmkoproduktionen,1
Kinos,1
Festivals,1
Filmerbe,1
Rechtliche,1
Vergütungssituation,1
journalistische,1
Inhalte,1
automatisierten,1
Entscheidungsmechanismen,1
getretene,1
Praxistauglichkeit,1
Lending,1
Analoge,1
Sammelkatalog,1
Nationalbibliothek,1
benannt,1
Kulturelles,1
bauliche,1
Kulturerbe,1
Denkmalschutzsonderprogramm,1
Aspekten,2
industrielles,1
Welterbe,1
Denkmalschutzes,1
Reformprozess,1
Preußischer,1
Kulturbesitz,1
erhöhter,1
Finanzierungsbeitrag,1
grundlegende,2
Forum,1
weltoffenen,1
Pluralität,1
Wert,1
Landesrecht,1
medienrechtlichen,1
Bezügen,1
UHF,1
Band,1
Rundfunk,1
DSA,1
Media,1
Freedom,1
Pluralismus,1
Medienaufsicht,1
Machbarkeit,1
technologieoffenen,1
Medienplattform,1
Presseerzeugnissen,1
Fördermöglichkeiten,1
geeignet,1
Medienlandschaft,1
Intermediäre,1
kommunikative,1
Auskunftsanspruch,2
Presse,2
Bundesbehörden,3
Hassrede,1
Desinformation,2
Klagen,1
Strategic,1
Lawsuits,1
against,1
Participation,1
SLAPP,1
Journalistinnen,3
Journalisten,2
Welle,3
Akademie,1
begreifen,1
Gedenkstätten,2
Gedenkstättenkonzeption,1
Einbezug,1
Opferbeauftragten,1
Denkmal,1
ermordeten,1
Aktiven,1
Gedenkstättenarbeit,1
Lokale,1
Zeitzeuginnen,1
Zeitzeugen,1
Geschichtsvermittlung,1
erinnert,1
modernisiert,1
Nachbarn,2
empfinden,1
Debatten,2
Griechenland,1
Ukraine,5
zeigen,1
Bundestagsbeschlüsse,1
Dokumentationszentrum,1
Weltkrieg,1
Besatzungsherrschaft,1
Erinnerungs,1
Begegnungsort,1
Besatzung,1
Polens,1
wechselvolle,1
deutsch,5
polnische,1
Euthanasiemorde,1
Zwangssterilisation,1
offiziell,1
verfolgungsbedingt,1
entzogene,1
Kulturgüter,1
Washingtoner,1
Eigentümerinnen,1
Eigentümer,2
zurückzuführen,1
Restitution,1
Raubkunst,1
normieren,1
Verjährung,1
Herausgabeanspruchs,1
ausschließen,1
Gerichtsstand,1
anstreben,3
Beratende,1
festgeschriebenen,1
Außenstellen,1
Stasi,2
Unterlagen,1
Archivs,1
begleitende,1
Archivzentrums,1
ehemaligen,1
Campus,1
Orten,2
Friedlichen,1
Revolution,1
besonderes,2
Koloniales,1
Kolonialgeschichte,1
Provenienzforschung,1
kolonial,1
belasteten,1
Sammlungsgutes,1
Zugänglichmachung,1
Herkunftsgesellschaften,1
Rückgaben,1
vertiefte,1
Rückgabe,1
Objekten,1
kolonialem,1
Lern,1
Erinnerungsort,1
Kolonialismus,2
Kulturpolitik,2
leistet,2
Afrika,4
Sonderprogramm,1
Globaler,1
Süden,2
koloniale,1
Kontinuitäten,1
Partnerschaft,11
veranlassen,1
Auswärtige,1
Kulturen,1
Ressortgrenzen,3
koordinieren,5
Nachhaltigkeits,1
Diversitäts,1
Digitalstrategien,1
Diplomacy,2
Erweiterung,3
Zugangsmöglichkeiten,1
integralen,1
Beziehungen,9
Urban,1
Grenzregionen,1
Sportpolitik,1
Religion,1
bedrohte,1
Wissenschaftler,1
Anwältinnen,1
Anwälte,1
Verteidigerinnen,1
Verteidiger,1
Goethe,1
Akademischer,1
Archäologische,1
Auslandsbeziehungen,1
Präsenzformate,1
Kulturinstitute,1
Drittländern,1
Kulturplattform,1
Chemnitz,1
Vorbereitungen,1
Kulturhauptstadt,1
Museumsagentur,1
Museen,1
Aussöhnung,1
Namibia,2
unverzichtbare,2
moralischen,1
erwächst,1
Versöhnungsabkommen,1
Auftakt,1
Foren,2
G20,2
KulturGutRetter,1
Auslandsschulnetz,1
PASCH,1
Schulentwicklungsfonds,1
Strategische,1
Verbund,2
SocialMediaMonitoring,1
Zielgruppen,2
Ostdeutschen,2
anstehenden,1
Transformationsprozesse,2
kooperatives,1
Miteinander,1
Entscheidungsfreiheit,1
engagierte,1
gesamtdeutsche,1
gebündelten,1
zusammenfassen,1
dorthin,1
fließen,1
Bundesförderung,1
Ertüchtigung,1
abgerufene,1
Fördermittel,1
überjährig,1
Gezielt,1
Infrastrukturförderung,1
Anwendbarkeit,1
Sonderrahmenplan,1
Ländliche,1
aufgestockt,2
Fördertatbestand,1
Sanierungsprogramme,1
Sports,1
vereinfacht,1
Strukturschwäche,1
Entwicklungskonzepten,1
Regionalmanagements,1
Regionalbudgets,1
Bundesförderprogramme,1
räumliche,1
Gleichwertigkeitsbericht,1
veröffentlicht,3
Fortschritte,3
Nachbarkommunen,1
FreiflächenPhotovoltaik,1
Bestandsanlagen,1
ausdehnen,1
Neuanlagen,1
Übertragungsnetzausbau,1
Ausgewogenheit,2
Flüchtlingsunterbringung,1
integration,1
Ganztagsbetreuung,1
Grundschulkindern,1
direkten,1
Kommunalpolitikerinnen,1
politikern,1
Finanzbeziehungen,1
Altschuldenproblematik,2
verlassen,1
vernetzte,2
Breitbandverbindungen,1
Sportangebote,1
Erschließungs,1
alltagstaugliches,1
Mobilitätsangebot,1
vollwertige,1
Alternative,1
motorisierten,1
Individualverkehr,1
Schieneninfrastruktur,2
Bahnbetriebes,1
erfolgreich,2
Cities,1
Regions,1
verknüpft,1
bspw,1
Nahversorgung,1
Gesundheitsdienstleistungen,1
Dienstleistungszentren,1
Gemeinschaftshäuser,1
Dorfbüros,1
inwieweit,1
überdurchschnittlichen,1
klimagerechten,1
Metropolregionen,1
gegenseitigen,6
Vorteil,2
Gesundheitliche,1
pflegerische,1
solidarisch,1
Reallaboren,1
Strukturstärkungsgesetz,2
STARK,1
vereinbarten,5
Verkehrsinfrastrukturprojekte,1
geplant,2
Neuansiedlungen,1
Bestandsunternehmen,1
Ostdeutscher,1
Führungspositionen,2
Entscheidungsgremien,1
gelingende,1
Zukunftszentrum,1
erforscht,1
vermittelt,1
Standortausschreibung,1
Anfang,3
erweiternde,1
siedeln,1
bevorzugt,1
ostdeutschen,2
Bevölkerungsanteil,1
entsprechender,1
objektiven,1
VII,1
historische,1
Friedens,1
Freiheitsprojekt,1
demokratisch,2
gefestigte,1
handlungsfähige,2
souveräne,2
innen,2
außenschützt,1
eintritt,2
definiert,3
größter,2
Mitgliedstaat,4
wahrnehmen,2
Abkehr,1
erlebt,1
vorangetrieben,2
viertgrößte,1
Volkswirtschaft,2
Entwicklungspolitik,5
Partnerschaften,2
gefestigtere,1
handlungsfähigere,1
souveränere,1
Weltordnung,1
außen,2
schützt,1
Konferenz,3
Erforderliche,1
Vertragsänderungen,1
verfassungsgebenden,1
Konvent,1
münden,1
Bundesstaat,1
dezentral,1
Subsidiarität,2
Verhältnismäßigkeit,1
Grundrechtecharta,2
EP,2
Initiativrecht,1
vorzugsweise,1
Verträgen,1
andernfalls,1
interinstitutionell,1
Gemeinschaftsmethode,1
vorangehen,3
teils,1
transnationalen,1
Listen,1
Spitzenkandidatensystem,1
Direktwahlakt,2
2018,1
Regierungsentwurfes,1
zustimmen,2
Rates,1
Kommissionsvorschläge,1
gesetzten,1
debattiert,1
Abstimmungen,2
qualifizierter,2
Mehrheit,3
festlegen,1
Mitwirkungsmöglichkeiten,1
23,1
Linie,1
strategischen,6
Rohstoffimporte,1
abhängig,2
verwundbar,1
abzuschotten,1
Source5,1
6G,1
Konsortium,1
extraterritoriale,1
Kontinent,1
Regelwerke,1
Vertrag,2
EUV,1
gründet,1
fordern,5
Hüterin,1
Rechtsstaatsinstrumente,2
durchzusetzen,2
Urteile,2
via,1
260,1
279,1
Arbeitsweise,2
Rechtsstaatsdialog,1
Rechtsstaatscheck,1
Konditionalitätsmechanismus,1
Vertragsverletzungsverfahren,1
Feststellungen,1
Plänen,1
Wiederaufbaufonds,1
Rechtsstaatsberichts,1
länderspezifische,1
systemische,2
Vertragsverletzungen,1
vorantreibt,1
bündelt,1
eingeklagt,1
handelt,1
Richterwahlzeit,1
liberalen,1
Demokratien,3
Fake,1
News,1
Kampagnen,1
Propaganda,1
Manipulationen,1
abwehren,1
gemeinnütziger,1
hinweg,3
Rechtsformen,1
Vereine,1
Äquivalenzprüfungen,1
Gemeinnützigkeit,2
Währungsunion,3
Fiskalpolitik,1
Stabilitäts,2
Wachstumspakt,2
SWP,3
bewiesen,2
Schuldentragfähigkeit,2
fiskalpolitischen,2
Next,2
Generation,2
NGEU,3
begrenztes,1
Wiederaufbauprogramm,2
zukunftsgerichteter,2
Aufschwung,2
elementaren,2
verabredeten,1
Reformmaßnahmen,1
eingehalten,1
Rückzahlungen,1
Kürzungen,1
Programmen,1
Erklärungen,2
2020,5
Rats,1
Dezember,3
Interinstitutionellen,1
22,2
Zahlungen,1
Jahreshaushalt,1
Mehrjährigen,1
Finanzrahmens,1
MFR,1
transnationale,3
Haushaltssicherung,2
OLAF,2
EPPO,1
Europäischer,1
Rechnungshof,2
Preisstabilität,2
elementar,2
Inflation,1
EZB,1
Mandat,2
ausüben,1
Haushaltspolitik,2
nachkommt,1
gemeinsames,2
Eisenbahnnetz,1
Weltspitze,1
Mehrwert,1
Lückenschluss,1
Netzen,1
zumisst,1
Soziales,2
immensen,1
Aufwärtskonvergenz,1
vervollständigen,1
Ungleichheiten,1
Koordinierungsprozesse,1
Semester,1
Sicherungssysteme,2
Mitgliedstaten,1
vertragsgemäß,1
wirkungsvoll,1
Umwandlungen,1
Verschmelzungen,1
Spaltungen,1
respektiert,1
Sozialfonds,1
Kinderarmut,1
Verringerung,2
Lohnungleichheit,1
Maßnahme,1
Lohntransparenz,1
ehrgeizige,2
vieler,1
mittelstandskonform,1
Betriebsgrößen,1
gestaffeltes,1
Berichtssystem,1
Verbandsklagerechts,1
zwingt,1
Arbeitnehmerrechte,1
Krisenfestes,1
Katastrophenschutz,1
Reduktion,2
Importprodukte,1
Gesundheitsbehörden,1
krisenfest,1
Gesundheitsdatenraumes,1
Patientensouveränität,1
erschlossen,1
Antibiotikaresistenz,1
Europapolitische,2
Europapolitik,1
konstruktiven,2
Gestaltungsanspruch,1
stringentere,1
positionieren,1
Gesetzgebungsprozess,1
Europakonformität,1
Frage,3
geplante,2
zielführender,1
bürgernah,1
mittelstandsfreundliche,1
Test,1
Sicherheitspolitik,3
außenpolitische,1
Konfliktvermeidung,1
Akteur,3
Systemkonkurrenz,1
geprägten,1
Gemeinsame,1
Verteidigungspolitik,1
handlungsfähiger,1
Einstimmigkeitsregel,1
Ministerrat,1
GASP,1
kleineren,1
Auswärtigen,3
Hohen,2
Vertreterin,1
Vertreters,1
Außenministerin,1
echtem,1
Außenminister,1
Sicherheitsbegriff,1
Krisenprävention,5
ziviles,2
Krisenmanagement,2
entsenden,2
Institute,2
Peace,2
beitreten,1
Exzellenzzentrum,1
zivile,3
GSVP,1
Missionen,3
Strategischen,3
Kompass,2
mitgestalten,2
Integrierten,1
Ansatzes,3
Armeen,1
integrationsbereiter,1
Mitglieder,2
Einsätzen,1
Ausrüstung,2
Frankreich,1
Kommandostrukturen,2
zivil,1
militärisches,1
Hauptquartier,1
Schritten,1
Komplementarität,1
NATO,11
militärische,1
betten,1
Gesamtkonzept,2
Konfliktursachen,1
Exit,2
Zwischenevaluierung,1
Verteidigungsfonds,1
Kontrollrechte,1
leitet,1
französische,1
Aachen,1
Deutsch,2
Französische,1
Parlamentarische,2
Versammlung,1
füllt,1
Ferner,2
Weimarer,1
Dreieck,1
Projekten,3
Polen,1
tiefe,1
Freundschaft,2
zivilgesellschaftlichen,2
Polnisches,1
Jugendwerk,1
Grenzräumen,1
Grenzscouts,1
Regionalräte,1
Beitrittsprozess,1
Westbalkanregion,1
Erfüllung,2
Kopenhagener,1
Heranführungsschritte,1
Nächstes,1
Beitrittskapitel,1
Albanien,1
Nordmazedonien,1
eröffnet,1
Visaliberalisierung,1
Kosovo,2
Montenegro,1
Serbien,2
geführten,2
Normalisierungsdialog,1
Bosnien,1
Herzegowina,1
aufbauend,1
territorialen,1
ethnischer,1
Spaltung,1
Parallel,1
Beitrittsverhandlungen,2
Aufnahmefähigkeit,2
Vereinigten,1
Königreich,2
bilaterale,1
beschlossenen,1
Nordirlandprotokolls,1
Karfreitagsabkommens,1
Gegenmaßnahmen,1
Anstrengungen,1
Einschluss,1
Freizügigkeit,3
Errungenschaften,1
Schengenraums,2
wiederherstellen,1
Ausnahmeregelungen,1
restriktiver,1
Konsultationen,1
Sicherheitskriterien,1
humanitäre,5
Bildungsfreizügigkeit,1
Digitalisierungsschub,1
Handhabung,2
Geltendmachung,2
Ansprüche,1
Kampfs,1
Betrug,2
Anlauf,1
Sozialversicherungsnummer,1
Portabilitätsansprüche,1
Berufen,1
Leistungserbringung,1
herausgebildet,1
Rechtsakten,1
Informationsplattform,1
Altersvorsorgesystemen,1
Sozialversicherungsansprüchen,1
richtlinienkonforme,1
Entsenderichtlinie,1
entsandter,1
Beschäftigter,1
Kontrollen,3
vorgehen,1
bürokratiearme,2
Entsendegesetzes,1
entsandte,1
Bestimmte,1
Dienstreisen,1
Notifizierungspflicht,1
Bescheinigung,1
ausnehmen,1
erbracht,1
Arbeitsbehörde,1
geltendes,1
klares,1
Auskunft,1
Inspektionen,1
anhält,1
Neuanfang,1
Integrationspolitik,1
Einwanderungsland,1
Paradigmenwechsel,1
ordnenden,1
realistisch,2
irreguläre,2
Genfer,1
Flüchtlingskonvention,1
GFK,3
Menschenrechtskonvention,2
EMRK,2
Europarecht,1
ergeben,1
Fluchtursachen,1
Bleiberecht,6
Visavergabe,1
Arbeitsmigration,1
Aufenthaltsgenehmigungen,1
vorübergehenden,1
Auslandsaufenthalten,1
erlöschen,1
stimmiges,1
widerspruchsfreies,1
systematisiert,1
Einwanderungs,1
Aufenthaltsgesetzbuch,1
zusammengefasst,2
komplizierte,1
Duldungstatbestände,1
27,1
Lebensjahr,1
25a,1
Aufenthaltsgesetz,1
AufenthG,4
Besondere,2
Geduldeten,2
würdigen,1
25b,1
Kettenduldungen,1
Aufenthaltsrecht,3
straffällig,1
einjährige,1
Aufenthaltserlaubnis,4
Probe,1
übrigen,1
Lebensunterhaltssicherung,1
Identitätsnachweis,1
60c,1
Beschäftigungsduldung,1
Duldung,2
light,1
Tragen,1
Geduldete,1
Zeitraum,1
angerechnet,1
Ausländerin,1
Ausländers,1
Versicherung,1
Eides,1
abzugeben,1
Ausländerrecht,1
Arbeitsverbote,1
Lebende,1
Erteilung,1
laufendes,1
Einreise,1
vorlagen,1
präzisere,1
häuslicher,1
partnerschaftlicher,1
abgeleitetes,1
besitzen,1
Aussagebereitschaft,1
Integrationskurse,1
Kurse,1
erreichbar,1
Kursträger,1
Lehrende,1
Teilnehmende,1
schulnahe,1
Ankunft,2
Verstetigung,1
flüchtlingsbezogenen,1
verwendet,2
rechtskreisübergreifende,1
Integrationsarbeit,1
ost,1
Migrationsberatung,2
Jugendmigrationsdienste,1
erwachsene,1
Zuwanderinnen,1
Zuwanderer,1
Integrationskursen,1
aufbauenden,1
Berufssprachkurse,1
Meldepflichten,1
Papiere,1
Kranke,1
abgehalten,1
psychosoziale,1
geflüchtete,1
ablaufen,1
Bundesamts,1
Flüchtlinge,3
BAMF,2
Widerrufsprüfung,1
Verwaltungsgerichte,1
Asylprozessen,1
Gesetzentwurf,1
behördenunabhängige,1
Asylverfahrensberatung,1
informierten,1
Antragstellerinnen,1
Antragstellern,1
Verfahrensbeschleunigung,2
Vulnerable,1
AnkER,1
weiterverfolgt,1
Familienzusammenführung,2
subsidiär,1
Geschützten,1
Flüchtlingen,1
gleichstellen,1
Elternnachzug,1
unbegleiteten,1
Minderjährigen,1
minderjährigen,1
Geschwister,1
zurücklassen,2
Ehepartner,1
Ehepartnerin,1
nachziehende,1
Asylbewerberleistungsgesetz,1
Asylbewerberinnen,1
Asylbewerber,1
Minderjährige,1
Leistungseinschränkungen,1
kürzungen,1
Rückführungsoffensive,1
Ausreisen,2
Abschiebung,1
Straftätern,1
Gefährdern,1
Abschiebungen,1
Abschiebehaft,1
Ausreise,1
Rückkehrförderung,1
Rückkehrberatung,1
systematisieren,1
Bundesbehörde,1
Herkunftsländer,1
temporären,1
Abschiebestopp,1
erlassen,1
Asylanträge,1
geringen,1
Anerkennungsquoten,1
Flüchtlingspolitik,1
praxistaugliche,2
wesentlichen,2
Herkunftsländern,1
menschenrechtlicher,1
Visa,2
Erleichterungen,4
Jobbörsen,1
abgelehnter,1
Asylsuchender,1
Entwicklungszusammenarbeit,6
Migrationsabkommen,2
Sonderbevollmächtigten,1
Asylsystems,1
Zuständigkeit,1
Schutzsuchende,1
lebensgefährliche,1
Zurückweisungen,1
Außengrenzen,1
Asylantrag,1
erpressbar,1
geopolitische,1
instrumentalisiert,1
rechtsstaatliche,2
Völkerrechts,5
Schutzstatus,1
Ausnahmefällen,1
funktionierenden,1
Asylsystem,1
aufnahmebereiten,1
einhalten,3
Aufnahmebereitschaft,1
stützen,1
Frontex,2
Grenzschutzagentur,1
rechtsstaatlicher,1
Außengrenzschutz,1
Seenotrettung,4
Sekundärmigration,1
visafreien,2
Reise,1
geordnetes,1
Relocation,1
Außengrenzstaaten,1
zivilisatorische,1
ertrinken,1
behindert,1
Mittelmeer,1
Malta,1
Verantwortungsteilung,1
Anrainerstaaten,1
Mittelmeers,1
Rettung,1
angehen,1
ausbeuterischen,1
Fluchtwegen,1
Schleuserkriminalität,1
stehende,1
Transitländer,1
Geflüchteten,1
aufnehmenden,1
humanitärer,1
geordneten,1
Resettlement,1
UNHCR,1
gemeldeten,1
humanitäres,1
Aufnahmeprogramm,1
Syrien,2
Krieges,1
Afghanistan,3
Seite,3
standen,1
Ortskräfteverfahren,1
gefährdete,3
Ortskräfte,1
engsten,2
Familienangehörigen,1
Guss,1
Lebensweise,1
denjenigen,1
teilen,1
Systemwettbewerb,1
autoritär,1
regierten,1
wichtigster,2
Schutzschild,1
transatlantische,3
Pfeiler,3
Soldatinnen,5
Soldaten,6
unentbehrlichen,1
Abrüstung,9
Rüstungskontrolle,5
regelbasierte,2
Klimagerechtigkeit,2
Klimaabkommens,1
Institution,1
Sicherheitsrates,1
gerechtere,1
Weltregionen,1
Vorsitz,1
Menschenrechtsinstitutionen,2
Organisation,3
OSZE,1
Arbeitsfähigkeit,1
Europarates,1
Schwächungsversuche,1
Europaratsmitglieder,1
Sitz,2
unterrichten,1
Gipfeln,1
Sicherheitsstrategie,1
vernetzten,1
Bruttoinlandsprodukts,1
internationales,3
Diplomatie,1
eingegangenen,1
erfüllt,2
Feminist,1
Foreign,1
Policy,1
Resolution,1
1325,1
betreibt,1
offenes,1
Digitalpolitik,1
Standardisierungsprozessen,1
Völkerrecht,3
verfolgen,4
Stopp,2
Überwachungstechnologien,1
repressive,1
ziviler,1
Cyberangriffen,1
Konzepts,1
anzugehen,2
Fähigkeitsziele,1
Dimension,1
adressieren,3
Kernwaffen,1
Diskussionen,1
Planungsprozessen,1
teilzuhaben,1
fortbestehenden,1
osteuropäischen,1
Partnerstaaten,2
Aufrechterhaltung,1
Abschreckungspotenzials,1
Dialoganstrengungen,1
konventioneller,1
nuklearer,1
intensivere,1
Rüstungsexporte,1
abrüstungspolitische,1
führende,1
Abrüstungsinitiativen,1
Nichtverbreitungsregimes,1
einnehmen,2
Stockholm,1
Nukleare,1
Überprüfungskonferenz,2
Nichtverbreitungsvertrages,1
NVV,2
wirklicher,1
Impuls,1
nukleare,4
ausgeht,1
atomwaffenfreie,1
einhergehend,1
Atomwaffen,1
Nachdruck,3
Nachfolgeabkommen,1
NewSTART,1
Nuklearwaffensystemen,1
