Term,Frequency
multiprofessionellen,1
anregenden,1
Schulhöfen,1
Mittagessen,1
gefächerten,1
Vereinen,3
Musikschulen,2
Derartige,1
Ganztages,1
Partnerin,1
Ganztag,3
schulischen,1
informelle,1
unerlässlich,3
Ganztagskonzepte,1
Persönlichkeitsbildung,2
weiterführende,1
Bewegungsziel,1
WHO,4
Inaktivität,1
Bewegungsangebot,1
Integrationshilfe,1
Poollösung,1
Ganztagsschule,1
Hortangeboten,1
Entlohnung,1
Integrationshelfer,1
anspruchs,1
Rechtsanspruchs,1
gesamtdeutscher,1
Kraftakt,1
Grundschulen,2
Begleitprogramm,1
integrierten,1
professionsübergreifenden,1
Schulentwicklung,1
Koordinierungsstellen,1
Schulsozialarbeit,1
Rettungsschirm,1
tiefe,1
hinterlassen,1
Sommercamps,1
Nachhilfe,1
Kernfächern,1
ausreichen,2
helfende,1
offenes,2
Ohr,1
normales,1
zurückzufinden,1
Erlebnis,1
Kulturangebote,2
Einzelfallhilfe,1
Mentor,2
Bildungslots,1
Schulsozialarbeiter,2
Psycholog,1
sicheres,4
Krisenbewältigung,1
Ganztagsschulen,1
benachteiligten,1
Quartieren,1
Finanzierungswege,2
Bildungsgerechtigkeit,2
Quartiere,1
besonderem,2
Unterstützungsbedarf,1
Nachhaltige,2
Bildungserfolge,1
Bildungsprozess,1
multiprofessionelle,1
Schulpsycholog,1
tätige,1
gegenseitig,3
bereichern,2
Vorsorgearbeit,1
Lernrückstände,1
muttersprachliche,1
Sprachfertigkeiten,1
Mehrsprachigkeit,2
Reichtum,2
begriffen,1
Defizit,2
kooperieren,1
Partizipation,2
Unterstützungsorten,1
fühlen,4
Klassenzimmer,1
Gängen,1
sanitären,1
Räumlichkeiten,1
Lernumgebung,1
Bildungsqualität,1
wissenschaftlich,3
intensiver,1
eruiert,1
Handlungsempfehlungen,2
Wissensvermittlung,1
Zukunftskompetenzen,3
Berufsschulen,1
kollegs,1
Kompetenzorientierung,1
spielerisch,1
Game,1
based,1
Learning,1
kooperativ,3
Inhalte,7
Grundverständnis,1
Dimension,2
zeitgemäßen,1
datenschutzfreundlichen,1
wirkungsvoll,1
Weiterbildungsangeboten,1
Fachpersonal,1
Austauschs,1
Hauptberufliche,1
Administrator,1
Tablet,1
selbstverständliche,1
Lernmittel,1
selbstbestimmte,5
digitalisierten,1
vorzubereiten,1
quelloffene,1
Lernplattformen,2
Videokonferenzsysteme,1
personenbezogener,1
Kommunikation,7
kritisches,1
pädagogisch,1
sinnvollsten,1
Themen,5
ortsgebunden,1
überregionale,1
DigitalPakt,1
Zeithorizonten,1
UNESCO,2
Programms,2
Bildungsnetzwerke,2
Bildungsphasen,1
Bildungsbereichen,1
Aktionsplans,1
initiiert,1
begleitet,3
Bildungszusammenarbeit,1
Ausgangsbedingungen,1
gebührenfreie,1
zukunftsgerichtete,1
Geschlecht,2
Aufenthaltstitel,5
Nachbarschaft,6
Entscheidungsspielräume,1
vorausschauende,1
Flexibilität,3
ermöglichende,1
Bildungsfinanzierung,2
einheitlichere,1
Bildungsziele,1
grundgesetzlich,1
verbrieften,1
Sonderungsverbots,1
Schulformen,1
Bildungsprogramme,1
Antidiskriminierung,4
Demokratieverständnis,1
Sichere,5
Ausbildungsperspektiven,1
enormen,2
Fachkräftemangels,1
landen,2
Warteschleifen,1
Übergangssystems,1
Ausbildungsgarantie,1
Verbundausbildungen,1
außerbetriebliche,1
ausbilden,1
ermutigt,2
auszubilden,1
Bleibeperspektive,2
assistierten,1
ausbildungsbegleitender,1
Einzelne,1
Ausbildungsbausteine,1
Teilqualifikationen,1
anerkannt,2
vollwertigen,1
Berufsabschluss,1
Anfangsphase,1
flächendeckender,1
Jugendberufsagenturen,1
Ersteingliederung,1
Gleichwertige,1
dualen,1
Berufsbildungssystem,1
Lebensplanung,1
erfolgreiches,1
Sowohl,2
einsetzbare,1
berufsbildenden,1
eigenständiges,1
Armutsgrenze,1
Mindestausbildungsvergütung,1
80,1
durchschnittlichen,1
Abschlussvoraussetzungen,1
Eingruppierung,1
Entgeltgruppen,1
Dienstes,3
gehobenen,2
Dienst,10
flexibilisieren,1
Talentscouting,1
Begabtenförderung,1
Bildungsgang,1
Auslandsaufenthalte,1
ERASMUS,1
Auslandsaufenthalt,1
antreten,1
internationalisieren,1
akademischen,2
schulische,1
Vermögenssituation,1
aufsetzen,2
Garantiebetrag,1
Bedarfszuschuss,1
Gesamtbetrag,1
substanziell,4
Personenkreises,1
zugutekommt,1
überwiesen,1
elternunabhängig,1
linear,1
berufsbegleitend,1
verläuft,1
altersunabhängig,1
konzipieren,1
BAföGs,1
gehende,2
unbürokratische,3
Studien,5
Verwaltungsgebühren,1
studentische,1
Semestergrenzen,1
Regelstudienzeit,1
relevant,1
Studienfinanzierung,1
Anrechnungsmöglichkeiten,1
ehrenamtlicher,1
Mitsprachemöglichkeiten,1
hochschul,1
wissenschaftspolitischen,1
Vertretung,2
agieren,1
lebensbegleitendes,1
Wissensgesellschaft,2
Notwendigkeit,2
Arbeitsfelder,1
angestellt,2
arbeitsmarktbedingte,1
Weiterbildungen,2
Qualifizierungen,1
auskömmliches,1
beruflich,1
neuorientieren,1
Nachsehen,1
prekär,1
einzuräumen,2
Freistellungsanspruch,1
vorherigen,1
Stundenumfang,1
gebündelte,1
vernetzen,4
Volkshochschulen,1
ähnliche,1
Alphabetisierung,1
lesen,1
schreiben,2
Texte,1
beeinträchtigt,2
Zahlen,1
Schulpflicht,1
reichsten,1
Industrienationen,1
hinnehmbar,2
Kurskapazitäten,1
Vorschulalter,1
Analphabetismus,1
effizientere,2
solch,1
missionsorientiert,1
Zielvorgaben,2
Forschungsförderung,1
strategischer,1
Beschaffungspolitik,1
Hochschul,1
Campus,2
Experimentierraum,1
reale,2
Strahlkraft,1
gelöst,2
VN,16
SDGs,1
zivile,9
Technische,1
gleichwertig,1
Forschungsverbünden,1
infrastrukturen,1
Agentur,2
Sprunginnovation,1
SprinD,1
Kernaufgaben,1
konzentrieren,1
ressortübergreifende,3
Forschungsherausforderungen,1
bremsen,1
All,1
Raumfahrt,1
fundamentale,1
Weltraumorganisation,1
ESA,1
voranzubringen,1
herausragende,2
außeruniversitäre,1
aufgestellte,2
Wirtschaftsleistung,1
Neuland,1
betreten,1
Planbarkeit,3
gestiegenen,1
Drittmitteln,1
eingesetzten,1
Drittmittel,2
Dynamiken,1
freisetzen,1
üblichen,1
übernommenen,1
Overheadkosten,1
anfallenden,1
International,3
sichtbare,1
universitäre,1
Exzellenzstrategie,1
Zukunftsvertrag,1
Auskömmliche,1
Reaktionsfähigkeit,1
epochalen,2
verständliche,2
Methodik,1
Erkenntnissen,2
fundamental,1
aufgeklärte,1
vernetzende,1
konstruktives,2
stimulierendes,1
Citizen,1
Science,1
Forschungsvorhaben,1
Veränderungsprozesse,1
Kontext,1
wissenschaftsgeleiteter,1
inter,3
transdisziplinäre,1
Gesetzgebungslabore,1
Politikentwicklung,1
Technikfolgenabschätzung,1
Monitoring,3
politischer,3
Entscheidungsträger,2
Hochschule,2
einschließt,2
praktisch,1
erproben,3
Digitalisierungspauschale,1
Lehrenden,1
Beratungs,3
Betreuungsangebote,1
Bildungsdaten,1
FAIR,1
Access,1
Publikationen,2
Leitidee,1
Zukunftslabore,1
Schlüsselakteur,1
Innovations,1
Bildungsökosystems,1
Gestalter,2
Erneuerungsfähigkeit,1
zukunftsfesten,1
Lehr,3
Lernräume,1
gekommenen,1
Hochschulbauten,1
Lernformate,1
Betreuungsrelationen,1
Hochschullehre,1
studierendenzentriert,1
forschungs,1
projektorientiert,1
Neugierde,1
Gestaltungskompetenz,1
hinwirken,2
Beratungsdienstleistungen,1
Offensive,2
studentisches,1
Bessere,1
Karrierechancen,1
Wissenschaftslandschaft,1
Nachwuchswissenschaftler,1
planbare,1
Forschergeist,1
verschleudert,1
Wissenschaftszeitvertragsgesetz,1
unbefristeten,1
Mittelbau,1
Daueraufgaben,1
Dauerstellen,1
unbefristete,2
Professur,1
Hierarchien,2
Arbeitsweisen,1
Sachgrundbefristung,1
familienpolitische,1
Komponente,1
Tarifsperre,1
Tenure,1
Track,1
Promotion,1
bezahlte,1
Lehraufträge,1
abgedeckt,1
entfristete,1
Wissenschafts,1
Hochschullandschaft,1
vorwiegend,1
männlich,1
weiß,1
westdeutsch,1
geprägt,2
bildet,3
Wissenschaftseinrichtungen,1
Förderformate,1
Diversitäts,1
Antidiskriminierungspolitik,1
chancengerechte,1
Perspektivenvielfalt,1
widerspiegelt,2
Viertel,1
Professuren,1
Hinzu,1
Wissenschaftlerinnen,1
befristeten,1
Arbeitsverhältnissen,1
strukturelle,4
konkreter,3
Zielquoten,1
Wissenschaftsbereich,1
Kaskadenmodells,1
Professorinnenprogramms,1
Care,1
Familienarbeit,1
geschlechterspezifische,1
Datenlücken,1
einzubringen,2
Wissenschaftsfreiheit,4
verteidigen,5
Politisches,1
Wissenschaftsorganisationen,1
menschenfeindliche,1
diskriminierende,2
verschwörungsideologische,2
Anfeindungen,4
verfolgte,3
Exil,1
Berufsabschlüssen,1
Visavergabe,1
Angriffen,3
Ungarn,1
Sanktionierung,1
Rechtsstaatsmechanismus,2
Aspekt,1
Außenpolitik,8
Außenwissenschaftspolitik,1
Mittlerorganisationen,1
auswärtigen,1
Sensible,1
behördlichem,1
Zugriff,1
Diskurs,2
Meinungen,2
pluralistische,1
zunehmender,2
Polarisierung,1
Debatten,5
sachlich,1
rationalen,1
Diskursraum,1
kontroverse,2
konstruktiv,1
erörtert,1
Feuerwehr,1
religiösen,2
Gemeinden,6
Sorgentelefon,1
Junge,2
Alte,2
breites,2
Kulturangebot,1
Medienlandschaft,3
einmischt,1
Kommunalparlamenten,1
Foren,2
Schicksal,2
fertig,1
demokratisches,1
Versprechen,1
verspricht,1
Entfaltungsmöglichkeiten,1
Toleranz,2
mutige,4
Vergangenheit,6
gegangen,1
Bürgerrechtler,1
Umweltbewegte,1
Friedensaktivist,1
Frauenrechtler,1
Gegenwart,2
tolerante,1
Bündnisgrüne,1
knüpft,1
gesamtdeutschen,1
anerkennt,2
anstrengend,1
teils,1
Ansichten,2
Werthaltungen,1
akzeptiert,1
respektiert,2
vorangeht,1
zuhören,2
suchen,4
ringen,1
gemeistert,1
voller,1
liberale,2
Parlamenten,4
unterschiedlich,2
unverhandelbar,2
verwirklicht,1
Rassismus,18
Antisemitismus,5
Repräsentanz,6
Lebensverhältnissen,1
Hetze,2
Frauenhass,2
Queerfeindlichkeit,3
diskriminierenden,1
Worten,2
Angriffe,3
Demokratiefeind,1
rechts,1
zielen,3
Beten,1
ausgelassenen,1
Beisammensein,1
Staates,10
antirassistischen,1
antifaschistischen,1
entgegengetreten,1
wehrhaft,1
dagegenhalten,1
selbstbewussten,1
ausgestatteten,2
Justiz,10
mitentscheidet,1
zukunftsfester,1
ausgewogener,1
Handlungswillen,2
Handlungsfähigkeit,6
mitgestaltet,1
vertiefen,1
lähmende,1
Zukunftsfragen,1
angehen,2
Fixstern,1
Föderale,1
Republik,2
Verfassung,3
etliche,1
Defizite,1
Brennglas,1
offenbart,2
Faxgeräte,2
Dauerbetrieb,1
fehlendes,1
überbordende,1
staatliches,1
engagierter,1
zugänglichen,2
managen,1
Gewohnte,1
Traditionen,1
überdacht,1
Bausteine,1
stemmen,2
Verankerung,1
Verwaltungsebenen,1
Anstand,1
regieren,1
Maßstäbe,1
verwirklichen,2
innennäher,1
Investitionsbeschleunigung,1
Modernisierungsoffensive,1
Schieneninfrastruktur,1
Energienetze,1
dauert,1
Investitionsmittel,1
Planungsbeschleunigung,1
Planungskapazitäten,1
Personaloffensive,1
Planungsbehörden,1
Gerichten,1
verschlankt,1
konzentrierten,1
Infrastrukturprojekte,1
ausgedehnt,2
behördeninterne,1
Fristen,2
Infrastrukturprojekten,1
Konfliktlösungen,1
Einbindung,2
Umsetzungszeiten,1
halbieren,2
Digitale,2
Ämter,1
serviceorientiert,1
zuvorkommend,1
verrichten,1
Fachleute,1
Laufen,1
Kontakt,2
unkomfortabel,1
unzeitgemäß,1
unzureichende,1
veraltete,1
überkommene,1
Abläufe,1
Government,4
Beteiligungsformaten,1
Schriftformerfordernisse,1
Verwaltungsverfahren,1
Türen,2
persönlichen,4
geöffnet,1
Verwaltungsleistungen,1
Unterlagen,3
Zustimmung,1
Beachtung,2
Datenschutzes,2
digitalisiert,1
innenamt,1
antragslosen,1
proaktiven,1
Sozialstaats,1
bereitgestellt,4
Personalausweis,1
Smartphone,3
Identität,7
authentifizieren,1
kommunizieren,1
skandinavischen,1
Behördengänge,1
erledigen,1
Serviceangebote,2
modulare,1
Identitätsmerkmale,1
bestätigen,1
Identitätsinfrastruktur,1
juristischen,1
Onlinediensten,1
Ausweisdokumenten,1
Technologieneutralität,1
interoperable,1
Identitäten,3
Basisinfrastruktur,1
verschlüsselten,1
Nachrichten,1
Zustellung,1
Behördendokumenten,1
unterwegs,1
kostenfreien,2
ausweisen,1
unterschreiben,1
Wallet,1
ganzheitlichen,1
unterschiedlichste,1
Justice,1
Beteiligungsformate,1
branchenübergreifend,1
Loginverfahren,1
Finanz,2
Versicherungsdienstleistungen,1
Vollmachten,1
erlaubte,1
Zugriffe,1
Register,1
Verifikation,1
Führerscheinen,1
hoheitlichen,1
Vorreiter,2
Transparenzgesetz,1
Datenbeständen,1
Beteiligungsmöglichkeiten,2
geregelte,1
Beständen,1
Vorlage,1
Bundestransparenzgesetzes,1
Datenbestände,1
Schatz,1
erwirtschafteten,1
personenbeziehbaren,1
Datenportal,1
GovData,1
nutzerfreundlichen,1
Portal,2
souveränen,2
entstehende,1
Lizenz,1
Vertragsordnungen,1
Erneuerung,2
Verfügbarkeit,2
vergleichbaren,1
zurückliegt,1
quasi,1
Echtzeit,1
vorlagen,1
evaluiert,4
hinreichende,1
verfügbare,1
Dateninstitut,1
Forschungsauftrag,1
Grundsatzfragen,1
Verfügbarmachung,1
Anonymisierung,1
Lizenzmodellen,1
verbreitern,1
beratend,1
Zusammenführung,1
Schlichtungen,1
Paradigmenwechsel,2
abgeschotteter,1
Datensilos,1
einfaches,1
datenschutzfreundliches,1
Datenteilen,1
Statistische,1
Datenverfügbarkeit,1
Öffentlichkeit,4
zeitnäher,1
Klimaneutrale,1
Bundesverwaltung,3
Vorbilder,2
Fuhrpark,1
Heiz,1
Kühlsystemen,1
energetisch,1
modernisiert,1
Solarstandards,1
Dienstreisen,1
Flugreisen,1
Minimum,1
Förderkriterien,1
Ausschreibung,1
Wirtschaftlichkeitsberechnung,1
Schattenpreis,1
lernende,1
welch,2
versetzt,2
behördlicher,1
Innovationseinheiten,1
agile,1
Projektteams,1
hinweg,2
Flexible,1
positive,2
Verhaltensmuster,1
Wissenschaften,1
Kreative,2
Impulsgeber,1
Transformationsprozesse,4
Mitarbeitende,1
Verfolgung,3
digitalisieren,1
Gerichte,2
Strafverfolgungsbehörden,4
Arbeitsbelastung,1
dauern,2
außergerichtliche,1
Entkriminalisierung,3
Bagatelldelikten,1
nötigen,2
serviceorientierter,1
hierzu,1
Personalbedarf,1
Digitalpakt,1
Fortsetzung,4
Konkretisierung,1
auslaufenden,1
Pakts,1
Rechtsstaat,4
ausreichender,2
Staatsanwaltschaft,4
wozu,3
zureichende,1
leichte,2
Rechtssachen,1
stärkenden,1
konsensualen,1
externe,2
ministerielle,1
Einzelfallweisungsrecht,1
Modelle,2
gerichtlichen,1
gespart,1
gekürzt,1
Planungsbereich,1
Laufbahnen,1
Fortbildungsoffensive,1
Verwaltungsausbildung,1
innennähe,1
diskriminierungskritische,2
Bundesbeteiligung,1
Sachen,1
voranzugehen,3
Diversity,2
Mainstreaming,1
Einstellungs,1
Beförderungspraxis,1
Organisationsentwicklungen,1
Unternehmensleitbildern,1
diskriminierter,1
Gruppen,9
diversitätssensible,1
Bewerbungsprozess,1
Einheiten,2
Personalabteilung,1
Einstellungskommissionen,1
Anteils,1
Migrationshintergrund,1
Evaluierung,1
Haushaltsmitteln,1
fördernden,1
Gleichberechtigte,2
Unterschieden,1
rassismuskritischen,1
chancengerechten,1
struktureller,3
vollen,2
Partizipationsrat,1
Ethikrat,1
verankertes,1
Gremium,1
Vertreter,2
post,1
Dimensionen,2
Ministerium,1
Innenministerium,1
herauslösen,1
Bundespartizipations,1
Teilhabegesetz,1
Bundesgremienbesetzungsgesetz,1
Staatliches,1
Lebensmittelpunkt,2
Abstimmungen,1
Prozessen,1
teilzunehmen,2
Drittstaatsangehörige,2
betrifft,3
anti,3
Schwarzer,1
asiatischer,2
bedrohen,3
friedliche,2
Beseitigung,1
strukturellem,1
institutionellem,1
Gewährleistungsanspruch,1
ergänzend,1
Ersetzung,1
Begriffs,1
Rasse,1
Antidiskriminierungsstelle,1
ADS,1
Leitung,1
Antidiskriminierungsbeauftragte,1
gewählt,1
Allgemeine,1
Gleichbehandlungsgesetz,2
Bundesantidiskriminierungsgesetz,1
Schutzlücken,1
Klagen,1
vorgegangen,1
zivilgesellschaftlicher,3
Beratungsstellen,4
planungssicher,1
kontinuierlich,3
nachkommen,3
Anlauf,1
Beschwerdestellen,1
Empowerment,1
Black,1
Lives,1
Matter,1
Proteste,1
Schwarze,2
afrikanischer,1
Verfassungsschutzberichten,1
benannt,1
Postkolonialismus,2
Antidiskriminierungs,1
Gleichstellungsdaten,1
erheben,1
Antidiskriminierungsmaßnahmen,1
durchführen,1
Antirassismus,1
innenausbildung,1
Lehrplänen,2
Jüdinnen,1
Juden,1
Jüdisches,1
jüdisch,2
säkulares,1
religiöses,1
jüdische,3
Bildungsangebote,3
allgemein,3
Kontakte,2
jüdischen,5
Jüdische,1
jüdischer,2
Antisemitische,2
Anschläge,1
Halle,1
erinnern,1
Judenfeindlichkeit,1
Judenhass,1
Unwissenheit,1
verbreitet,1
antisemitischen,1
Hassreden,1
Motiven,1
entgegenzutreten,2
Analysekapazitäten,1
entschlossene,1
Ahndung,1
antisemitischer,1
Vorfälle,2
Narrative,1
israelbezogener,1
Erzählungen,1
Demonstrationen,2
Pandemieleugner,1
unterschiedlichsten,1
präventiv,2
adressiert,1
Sensibilisierungs,1
Präventionsprojekte,1
Regelfinanzierung,1
Auseinandersetzung,4
abseits,1
Geschichtsunterrichts,1
Leitperspektive,1
Leitlinien,4
meist,1
Holocaustüberlebende,1
Nachkommen,2
ehemaligen,3
Sowjetunion,2
eingewanderten,1
Spät,1
Aussiedler,1
gleichgestellt,2
Muslim,4
Muslimisches,1
gewalttätigen,1
Übergriffen,1
muslimischer,1
muslimisch,1
gelesene,1
Religion,1
diskriminieren,1
ungerechtfertigt,1
heterogene,1
wahrgenommene,1
Struktur,2
Islams,1
weder,5
religiös,3
verankerte,1
Hierarchie,1
kennt,2
Gesetzgebers,1
gereichen,1
Tatsächliche,1
Staatsverträge,1
islamischen,2
Religionsgemeinschaften,2
Partei,2
jeweiliger,1
Regierungspolitik,1
progressive,2
muslimische,1
Feminismus,3
einstehen,2
lebendigen,1
Glauben,1
Religionsspektrums,1
praktizieren,1
Kritiker,1
fundamentalistisch,1
Kräften,1
Religionsausübung,1
Imam,2
islamisch,1
theologische,1
praxisorientierte,1
Weiterbildungsprogramme,1
islamische,2
Religionsbedienstete,1
Theologie,1
muslimischen,1
religiösem,1
decken,2
Antiziganismus,2
Romani,1
tiefsitzenden,1
diskriminiert,1
Minderheit,1
Roma,1
Rahmenstrategie,1
Post,2
Inklusionsziele,1
Nationale,1
Koordinierungsstelle,1
Selbstorganisationen,1
übernimmt,2
Minderheitenrechte,2
Kulturen,3
Sinti,3
zze,3
Rom,6
nja,6
zivilgesellschaftliche,7
Informationsstelle,1
rassistischer,2
Expertenkommission,1
Studierendenwerks,1
Museum,1
abgeschoben,2
Asylverfahren,6
asylunabhängiger,1
Bleiberechte,1
lesbare,1
Webseiten,1
unterschiedliche,1
Kinderwagen,1
Verletzte,1
Gipsbein,1
Barriere,1
mühsam,1
manchmal,1
unmöglich,1
nichtbehinderten,1
Barrierefreiheits,1
zugänglicher,1
Überforderungsklausel,1
Vorkehrungen,2
barrierefreier,1
Stadtquartiere,1
Wohnraumförderung,1
Schwerbehinderung,1
Ladengeschäften,1
Bürogebäuden,1
aufarbeiten,3
entschädigen,1
Kirchen,5
christlichen,3
verleihen,2
kirchlichen,1
tatkräftige,1
Seenotrettung,3
Religions,2
Gewissens,1
Weltanschauungsfreiheit,1
weltanschaulich,1
Verfolgte,1
Selbstbestimmungsrecht,2
Weltanschauungsgemeinschaften,1
säkularen,1
Neutralitätsprinzip,1
Konfessionsfreie,1
Belange,1
gewachsene,1
Beziehung,1
kirchliche,1
reformiert,3
gewerkschaftliche,1
Ausnahmeklauseln,1
Betriebsverfassungsgesetz,1
religiöse,1
Verkündigungsbereich,1
hiervon,1
unberührt,1
Gläubigen,1
lückenlose,1
Fälle,1
dringen,1
Vollendung,1
Verfassungsauftrags,1
Ablösung,1
Staatsleistungen,1
166,1
Strafgesetzbuchs,1
Beschimpfung,1
Bekenntnissen,1
Religionsgesellschaften,1
Weltanschauungsvereinigungen,1
Erforschung,1
weltanschaulichen,1
erneuern,1
transparentere,1
Anschein,1
käuflicher,1
Schaden,2
Mandatsträger,1
intransparenter,1
Einflussnahme,5
nachvollziehbare,1
Lobbyismus,1
organisierter,2
Interessensgruppen,1
Lobbyist,1
Lobbyregister,2
Bundesministerien,1
maßgebliche,1
legislativen,2
Klarheit,2
Entstehung,1
Gesetzen,2
Interessenskonflikte,1
Regierungsämtern,1
Karenzzeit,1
Einkünfte,1
Nebentätigkeiten,1
Unternehmensbeteiligungen,1
Aktienoptionen,1
striktere,3
Spenden,3
Lobbytätigkeit,1
Nebenverdienste,1
Abgeordneten,3
Angabe,2
Unabhängige,1
Korruptionsfällen,1
Neufassung,1
Straftatbestandes,1
Abgeordnetenbestechung,1
Überarbeitung,1
Beweisanforderungen,1
Parteien,5
Veröffentlichungsregeln,1
Parteispenden,1
jährlichen,4
Höchstbetrag,1
Spender,1
gedeckelt,1
Rechenschaftsbericht,1
genannt,2
Veröffentlichung,3
greifen,2
wenden,2
Parteiengesetz,2
Spendenkodex,1
Parteiensponsoring,1
jährliche,1
Höchstgrenze,1
Sponsor,1
verdeckte,1
Wahlkampffinanzierung,1
Politische,1
Kampagnen,1
Regulierungen,2
Selbstverpflichtung,1
Parlament,9
Rede,1
Gegenrede,1
Gesetzgebung,10
Kontrollrechte,1
Bundestages,1
Arbeitsfähigkeit,1
Wahlrechtsreform,1
Wahlkreisen,1
verfassungsgemäß,1
wert,1
Verlängerung,1
Amtszeitbegrenzung,1
Amt,3
Bundeskanzlerin,1
Bundeskanzlers,1
Sitzungen,1
Fachausschüsse,2
gestreamt,1
Kontrollrechten,1
Akteneinsichtsrecht,1
Komplexe,1
Gesetzgebungsverfahren,1
Textgegenüberstellungen,1
repräsentative,1
diverser,1
Parlamente,3
Lebenswege,1
queere,4
Akademiker,1
vertreten,4
Kommunalvertretungen,1
51,2
Wahlberechtigten,1
historischer,1
verfassungsrechtlicher,1
Nominierungsverfahren,1
niederschlagen,1
Parität,1
Beispiele,1
Urteile,2
Verfassungsgerichten,1
aufgezeigt,1
Paritätsgesetz,1
Jugendwahlrecht,1
junger,1
früh,2
Lebensalltag,1
zukunftssicherer,1
breite,3
Bündnisse,3
verfassungsändernde,1
Wahlalterabsenkung,1
schmieden,1
Wahlalter,2
Bundestags,1
Europawahlen,2
16,3
absenken,3
Evaluation,1
Wahlalters,1
ggf,1
innenräte,3
Direkte,1
innenräten,3
ausgewählten,1
Alltagserfahrung,1
Ergebnissen,1
Optionen,1
Institutionalisierung,1
direktdemokratische,1
Beratungsergebnissen,1
innenbegehrens,1
zufällig,1
ausgewählte,1
alt,2
festgelegten,1
Zeitraum,1
Fragestellung,1
parlamentarische,4
Baden,1
Württemberg,1
erfolgreich,3
angewendet,3
Petitionsrecht,1
Mitwirkung,1
rechtlicher,4
Rundfunk,3
Kritischer,1
Journalismus,2
pluralistischen,1
staatsfernen,1
Non,1
zukunftsfest,1
funktionsgerechte,1
Programmauftrag,1
Interessen,7
abzubilden,1
Reformbedarf,1
Rundfunks,1
überprüft,2
Rundfunkräte,1
durchsetzungsstärker,1
sender,1
staatsferner,1
Mediatheken,1
Rechtlichen,1
angemessener,2
Urheber,2
verzahnt,1
Lokale,1
staatsfern,1
organisierte,4
Qualitätsjournalismus,1
Quellenschutz,1
Auskunftsansprüchen,1
Öffnung,1
Künstlersozialkasse,2
Beitragspflicht,1
Medienplattformen,1
Gemeinnütziger,1
Hasskriminalität,4
Nutzerrechte,1
Persönlichkeitsschutz,1
Meinungsfreiheit,1
bewusste,1
Verbreiten,1
Falschinformationen,1
wirksamer,2
Gesetzesrahmen,1
Services,1
Nutzerbeschwerden,1
zivilrechtlichen,1
klarer,1
Rechtsvorgaben,1
europaweit,3
aushöhlen,1
haftbar,1
Moderieren,1
Inhalten,2
repräsentativen,1
Plattformräten,1
Abgabe,1
Hass,1
Gewaltschutz,1
Accounts,1
vorzugehen,1
Täter,2
festgestellt,1
Meinung,2
Porno,1
nutzergenerierte,1
hosten,1
Bildmaterial,1
Desinformation,1
Rechtskontrolle,1
strukturieren,1
Medienanstalt,1
Uploadfiltern,1
Freie,1
unzähliger,1
Heimarbeit,1
Verschlüsselung,1
Abstimmungsmöglichkeiten,1
Vereins,3
Parteiarbeit,1
gesellschaftlich,4
Entwickler,1
anwendungsfreundlich,1
Förderstiftung,2
relevante,2
Durchgehende,1
Verschlüsselungen,1
Demokratiefördergesetz,4
elementar,1
Engagierte,2
NGOs,1
Tagesordnung,1
Willensbildung,2
Einschüchterung,1
Kriminalisierung,3
nachgehen,2
demokratiebelebender,1
projektunabhängig,1
Werten,4
Grundgesetzes,3
öffnet,1
eigenständig,1
Gemeinnützigkeitsrecht,3
Meinungsäußerungen,1
Staatswesens,1
tragender,1
gemeinnützig,1
zusätzlicher,1
Zwecke,3
Friedens,2
Rechtsstaatlichkeit,14
Sozialstaatsgebotes,1
anerkennen,3
Demokratieklausel,1
Vereine,3
Beweislastumkehr,2
Absatz,2
Abgabenordnung,1
Gemeinnützigkeitsregister,1
handhabbaren,1
Offenlegung,1
Spendenstruktur,1
Ehrenamt,5
stützen,1
Ehrenamtes,1
Entfernungen,1
physischen,1
Engagementkarte,1
Schwimmbädern,1
vergünstigen,1
Übungsleiter,1
Ehrenamtspauschale,1
sukzessive,1
Freiwilligendienste,3
Freiwilligendienst,1
Jugendfreiwilligendienste,1
Bundesfreiwilligendienst,1
Plätze,1
ausfinanziert,1
Taschengeldsätze,1
kostenlose,1
Tickets,1
jung,1
Orientierungsphase,1
Beendigung,2
Berufslebens,1
Freiwilligendienstplatz,1
Einbürgerung,2
Staatsangehörigkeit,2
dauerhaftes,2
Gleichheit,1
Zugehörigkeit,1
geboren,3
Staatsbürgerschaft,1
rechtmäßig,1
gewöhnlichen,1
Aufenthalt,4
nationalsozialistischen,1
Unrecht,4
jahrelang,1
Einbürgerungen,1
beschleunigtes,1
vereinfachtes,1
Einbürgerungsverfahren,2
Optionszwang,1
Staatsangehörigkeitsrecht,1
Mehrstaatigkeit,1
vorgenommenen,2
Aushöhlungen,2
Staatsangehörigkeitsrechts,1
Identitätsklärung,1
Einzubürgernden,1
angelastet,1
binationale,1
Trauschein,1
Einreise,1
Einwanderungsland,1
Einwanderungspolitik,1
Einwanderungsrecht,2
komplizierter,1
beschließen,2
Zugangswege,5
Arbeitsmigration,2
formale,1
nachweisen,1
Arbeitskräftebedarfs,1
punktebasierte,1
Bildungsmigration,1
Ausbildungsvisa,1
Aufenthaltserlaubnis,2
erworbenen,1
Berufsqualifikationen,1
sechsmonatigen,1
integriert,2
Arbeitskräftebedarf,1
passt,2
Westbalkanregelung,1
mittendrin,1
Ankommen,3
wechselseitiger,1
Teilhabechancen,2
